Protein FDR Confidence Combined,Master,Accession,Description,% Coverage,# Peptides,# PSMs,# Unique Peptides,MW in kDa,Gene Symbol,t=0; WT TAZ; Abundance 1226503,t=24; WT TAZ; Abundance 1226504,t=36; WT TAZ; Abundance 1226505,t=48; WT TAZ; Abundance 1226506,t=0; Y2 TAZ; Abundance 1226507,t=24; Y2 TAZ; Abundance 1226508,t=36; Y2 TAZ; Abundance 1226509,t=48; Y2 TAZ; Abundance 1226510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q6PJG2,Mitotic deacetylase-associated SANT domain protein OS=Homo sapiens OX=9606 GN=MIDEAS PE=1 SV=2,1,1,1,1,114.9,MIDEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NXC5,GATOR complex protein MIOS OS=Homo sapiens OX=9606 GN=MIOS PE=1 SV=2,10,6,11,6,98.5,MIOS,6.09E+05,4.46E+05,1.43E+06,1.89E+06,,,4.18E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WV92,MIT domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MITD1 PE=1 SV=1,8,1,1,1,29.3,MITD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P40692,DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1,4,2,2,2,84.5,MLH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q03111,Protein ENL OS=Homo sapiens OX=9606 GN=MLLT1 PE=1 SV=2,2,1,1,1,62,MLLT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q495T6,Membrane metallo-endopeptidase-like 1 OS=Homo sapiens OX=9606 GN=MMEL1 PE=2 SV=2,1,1,2,1,89.3,MMEL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6ZRQ5,Protein MMS22-like OS=Homo sapiens OX=9606 GN=MMS22L PE=1 SV=3,3,2,2,2,142.2,MMS22L,,,1.16E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BU76,Multiple myeloma tumor-associated protein 2 OS=Homo sapiens OX=9606 GN=MMTAG2 PE=1 SV=1,9,2,4,2,29.4,MMTAG2,5.38E+04,6.81E+04,2.89E+05,2.56E+05,1.32E+04,,5.69E+04,1.68E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y3A3,MOB-like protein phocein OS=Homo sapiens OX=9606 GN=MOB4 PE=1 SV=1,4,1,1,1,26,MOB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y6X9,ATPase MORC2 OS=Homo sapiens OX=9606 GN=MORC2 PE=1 SV=2,4,4,5,4,117.8,MORC2,2.12E+05,3.34E+05,6.61E+05,4.20E+05,,,1.39E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14149,MORC family CW-type zinc finger protein 3 OS=Homo sapiens OX=9606 GN=MORC3 PE=1 SV=3,4,3,4,3,107,MORC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P29372,DNA-3-methyladenine glycosylase OS=Homo sapiens OX=9606 GN=MPG PE=1 SV=3,8,2,4,2,32.8,MPG,1.02E+05,1.20E+05,3.07E+05,5.14E+05,,,2.01E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q00013,55 kDa erythrocyte membrane protein OS=Homo sapiens OX=9606 GN=MPP1 PE=1 SV=2,9,2,2,2,52.3,MPP1,,,6.83E+04,6.48E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9HC36,"rRNA methyltransferase 3, mitochondrial OS=Homo sapiens OX=9606 GN=MRM3 PE=1 SV=2",3,1,2,1,47,MRM3,1.73E+05,2.68E+05,5.05E+05,6.03E+05,,,,1.67E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9BYG7,Protein maestro OS=Homo sapiens OX=9606 GN=MRO PE=2 SV=2,5,1,2,1,29,MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7Z7H8,"39S ribosomal protein L10, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL10 PE=1 SV=3",13,2,2,2,29.3,MRPL10,,6.75E+05,,6.80E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9P015,"39S ribosomal protein L15, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1",3,1,1,1,33.4,MRPL15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P49406,"39S ribosomal protein L19, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL19 PE=1 SV=2",8,2,3,2,33.5,MRPL19,1.70E+05,,3.74E+05,6.54E+05,,,1.06E+05,5.13E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BQ48,"39S ribosomal protein L34, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL34 PE=1 SV=1",13,1,3,1,10.2,MRPL34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BZE1,"39S ribosomal protein L37, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL37 PE=1 SV=2",12,4,4,4,48.1,MRPL37,,,2.17E+05,4.28E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9NYK5,"39S ribosomal protein L39, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=3",4,1,1,1,38.7,MRPL39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9H9J2,"39S ribosomal protein L44, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL44 PE=1 SV=1",2,1,1,1,37.5,MRPL44,4.05E+04,,,2.08E+05,,,3.87E+04,3.01E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P82650,"28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1",14,3,3,3,41.3,MRPS22,1.09E+05,1.89E+05,5.62E+05,6.20E+05,,,1.18E+05,3.55E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y3D9,"28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2",5,1,3,1,21.8,MRPS23,,1.57E+05,2.95E+05,4.36E+05,,,6.16E+04,4.14E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NP92,"39S ribosomal protein S30, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS30 PE=1 SV=2",5,1,2,1,50.3,MRPS30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P82673,"28S ribosomal protein S35, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS35 PE=1 SV=1",6,1,1,1,36.8,MRPS35,1.91E+05,8.32E+04,1.72E+05,2.20E+05,,,4.99E+04,3.23E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P82675,"28S ribosomal protein S5, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS5 PE=1 SV=2",5,1,1,1,48,MRPS5,,,,2.84E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O43347,RNA-binding protein Musashi homolog 1 OS=Homo sapiens OX=9606 GN=MSI1 PE=1 SV=1,4,1,1,1,39.1,MSI1,8.21E+04,,1.07E+05,2.80E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96DH6,RNA-binding protein Musashi homolog 2 OS=Homo sapiens OX=9606 GN=MSI2 PE=1 SV=1,5,1,1,1,35.2,MSI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NZJ7,Mitochondrial carrier homolog 1 OS=Homo sapiens OX=9606 GN=MTCH1 PE=1 SV=1,9,3,6,3,41.5,MTCH1,9.45E+04,,7.92E+05,1.30E+06,,,7.22E+04,2.07E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y483,Metal-response element-binding transcription factor 2 OS=Homo sapiens OX=9606 GN=MTF2 PE=1 SV=3,6,2,2,2,67,MTF2,,,,8.86E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9BT17,Mitochondrial ribosome-associated GTPase 1 OS=Homo sapiens OX=9606 GN=MTG1 PE=1 SV=2,2,1,1,1,37.2,MTG1,,,1.86E+05,1.44E+05,,,3.26E+04,1.64E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2",3,1,1,1,37.9,MTHFD2,3.38E+05,1.43E+05,2.46E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13614,Myotubularin-related protein 2 OS=Homo sapiens OX=9606 GN=MTMR2 PE=1 SV=4,2,2,7,1,73.3,MTMR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P03915,NADH-ubiquinone oxidoreductase chain 5 OS=Homo sapiens OX=9606 GN=MT-ND5 PE=1 SV=2,11,3,4,3,67,MT-ND5,,,,1.03E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P42345,Serine/threonine-protein kinase mTOR OS=Homo sapiens OX=9606 GN=MTOR PE=1 SV=1,1,2,2,2,288.7,MTOR,,1.45E+05,6.18E+05,3.34E+05,,,,2.54E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13505,Metaxin-1 OS=Homo sapiens OX=9606 GN=MTX1 PE=1 SV=3,3,1,1,1,51.4,MTX1,,4.38E+04,2.59E+05,9.54E+04,,,4.37E+04,2.61E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P35749,Myosin-11 OS=Homo sapiens OX=9606 GN=MYH11 PE=1 SV=3,15,32,420,2,227.2,MYH11,1.12E+05,1.08E+05,2.33E+05,2.94E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4,55,10,104,3,19.8,MYL9,6.35E+05,1.37E+06,2.64E+06,3.43E+06,,,6.70E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9HD67,Unconventional myosin-X OS=Homo sapiens OX=9606 GN=MYO10 PE=1 SV=3,1,3,8,2,237.2,MYO10,3.44E+05,4.83E+05,1.88E+05,2.57E+05,,,,2.18E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96H55,Unconventional myosin-XIX OS=Homo sapiens OX=9606 GN=MYO19 PE=1 SV=2,6,4,8,4,109.1,MYO19,1.24E+05,1.01E+05,5.24E+05,3.70E+05,,,4.41E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WXR4,Myosin-IIIb OS=Homo sapiens OX=9606 GN=MYO3B PE=1 SV=4,2,2,4,1,151.7,MYO3B,7.26E+04,1.30E+05,2.61E+05,3.15E+05,,,1.81E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13459,Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=3,1,2,2,2,243.2,MYO9B,8.58E+04,,,2.12E+05,,,6.66E+04,2.91E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86UW6,NEDD4-binding protein 2 OS=Homo sapiens OX=9606 GN=N4BP2 PE=1 SV=2,1,1,1,1,198.7,N4BP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O15049,NEDD4-binding protein 3 OS=Homo sapiens OX=9606 GN=N4BP3 PE=1 SV=3,3,2,4,2,60.4,N4BP3,7.46E+04,1.44E+05,2.69E+05,2.73E+05,,,3.25E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86UY6,N-alpha-acetyltransferase 40 OS=Homo sapiens OX=9606 GN=NAA40 PE=1 SV=1,12,2,2,2,27.2,NAA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9BQ15,SOSS complex subunit B1 OS=Homo sapiens OX=9606 GN=NABP2 PE=1 SV=1,4,1,1,1,22.3,NABP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,A2RRP1,NBAS subunit of NRZ tethering complex OS=Homo sapiens OX=9606 GN=NBAS PE=1 SV=2,1,2,3,2,268.4,NBAS,,,2.87E+05,2.37E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60934,Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1,4,3,4,3,84.9,NBN,6.98E+04,8.77E+04,2.10E+05,2.98E+05,,,,1.30E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P42695,Condensin-2 complex subunit D3 OS=Homo sapiens OX=9606 GN=NCAPD3 PE=1 SV=2,4,4,6,4,168.8,NCAPD3,,1.79E+05,1.32E+05,3.03E+05,,,8.77E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BPX3,Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1,2,2,3,2,114.3,NCAPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15003,Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=3,2,1,2,1,82.5,NCAPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P52298,Nuclear cap-binding protein subunit 2 OS=Homo sapiens OX=9606 GN=NCBP2 PE=1 SV=1,7,1,1,1,18,NCBP2,,1.91E+05,3.45E+05,2.87E+05,,,3.66E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q53F19,Nuclear cap-binding protein subunit 3 OS=Homo sapiens OX=9606 GN=NCBP3 PE=1 SV=2,4,2,2,2,70.5,NCBP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NZQ3,NCK-interacting protein with SH3 domain OS=Homo sapiens OX=9606 GN=NCKIPSD PE=1 SV=1,10,5,9,5,78.9,NCKIPSD,5.03E+05,7.14E+05,9.75E+05,5.53E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75376,Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2,1,2,2,2,270,NCOR1,8.09E+04,,5.31E+05,2.82E+05,,,8.99E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BTX1,Nucleoporin NDC1 OS=Homo sapiens OX=9606 GN=NDC1 PE=1 SV=2,4,2,4,2,76.3,NDC1,,5.90E+04,1.72E+05,1.00E+05,,,6.64E+04,2.19E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9GZM8,Nuclear distribution protein nudE-like 1 OS=Homo sapiens OX=9606 GN=NDEL1 PE=1 SV=1,3,1,2,1,38.4,NDEL1,3.53E+05,1.59E+05,2.31E+05,1.71E+05,,,4.07E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95299,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA10 PE=1 SV=1",6,1,6,1,40.7,NDUFA10,1.98E+05,2.06E+05,5.80E+05,5.61E+05,,,1.43E+05,7.80E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13 PE=1 SV=3,26,3,5,3,16.7,NDUFA13,1.53E+05,7.12E+04,4.64E+05,8.72E+05,,,9.90E+04,4.76E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00483,Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1,15,1,1,1,9.4,NDUFA4,,2.42E+05,3.20E+05,1.11E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q16718,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3,9,1,1,1,13.5,NDUFA5,5.65E+04,,1.34E+05,3.49E+05,,,,1.43E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P56556,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4,19,2,2,2,15.1,NDUFA6,2.24E+05,,4.74E+05,1.38E+06,,,2.14E+05,1.72E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2",25,7,14,7,42.5,NDUFA9,1.60E+05,6.64E+04,1.51E+06,3.27E+06,,,1.29E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O96000,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3,15,2,7,2,20.8,NDUFB10,2.25E+05,1.90E+05,5.95E+05,1.86E+06,,,2.37E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3",25,12,31,12,79.4,NDUFS1,1.35E+06,2.19E+05,4.92E+06,1.17E+07,5.30E+04,,1.30E+06,5.85E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1",14,3,4,3,30.2,NDUFS3,3.53E+05,6.41E+04,9.28E+05,1.72E+06,,,3.18E+05,4.41E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,O43920,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Homo sapiens OX=9606 GN=NDUFS5 PE=1 SV=3,7,1,1,1,12.5,NDUFS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75251,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS7 PE=1 SV=3",4,1,3,1,23.5,NDUFS7,9.48E+04,7.61E+04,2.64E+05,5.72E+05,,,6.18E+04,2.76E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1",4,1,2,1,23.7,NDUFS8,,,2.88E+05,4.25E+05,,,5.41E+04,3.07E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P46934,E3 ubiquitin-protein ligase NEDD4 OS=Homo sapiens OX=9606 GN=NEDD4 PE=1 SV=4,1,1,1,1,149,NEDD4,,3.97E+04,1.23E+05,,,,3.28E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9H3P2,Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=3,2,1,3,1,57.2,NELFA,4.75E+04,8.38E+04,3.20E+05,4.32E+05,,,8.77E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q92859,Neogenin OS=Homo sapiens OX=9606 GN=NEO1 PE=1 SV=2,1,1,2,1,159.9,NEO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6NW34,Nucleolus and neural progenitor protein OS=Homo sapiens OX=9606 GN=NEPRO PE=1 SV=3,4,2,5,2,64.5,NEPRO,3.86E+05,3.45E+05,7.12E+05,1.24E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P35240,Merlin OS=Homo sapiens OX=9606 GN=NF2 PE=1 SV=1,8,4,5,4,69.6,NF2,9.45E+04,1.34E+05,3.08E+05,4.43E+05,,,4.75E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6P4R8,Nuclear factor related to kappa-B-binding protein OS=Homo sapiens OX=9606 GN=NFRKB PE=1 SV=2,6,6,9,6,138.9,NFRKB,1.30E+06,1.15E+06,1.37E+06,1.54E+06,5.63E+04,,1.75E+05,1.32E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6ZNB6,NF-X1-type zinc finger protein NFXL1 OS=Homo sapiens OX=9606 GN=NFXL1 PE=1 SV=2,8,5,5,5,101.3,NFXL1,2.57E+05,,,1.63E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NX24,H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens OX=9606 GN=NHP2 PE=1 SV=1,19,2,6,2,17.2,NHP2,,4.69E+05,,3.13E+05,,,2.07E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6T4R5,Actin remodeling regulator NHS OS=Homo sapiens OX=9606 GN=NHS PE=1 SV=2,2,2,2,2,179,NHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P14543,Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3,1,1,1,1,136.3,NID1,,,4.43E+05,4.46E+05,,,,4.11E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q969G9,Protein naked cuticle homolog 1 OS=Homo sapiens OX=9606 GN=NKD1 PE=1 SV=1,3,1,1,1,52.3,NKD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UD57,NK1 transcription factor-related protein 2 OS=Homo sapiens OX=9606 GN=NKX1-2 PE=2 SV=3,4,1,1,1,32.4,NKX1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q8N0W4,"Neuroligin-4, X-linked OS=Homo sapiens OX=9606 GN=NLGN4X PE=1 SV=1",2,1,1,1,91.9,NLGN4X,1.09E+05,,1.89E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BYT8,"Neurolysin, mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1",1,1,1,1,80.6,NLN,,,,,,,,8.46E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96D46,60S ribosomal export protein NMD3 OS=Homo sapiens OX=9606 GN=NMD3 PE=1 SV=1,7,3,3,3,57.6,NMD3,1.15E+05,1.44E+05,1.47E+05,6.45E+05,,,2.40E+04,9.79E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5C9Z4,Nucleolar MIF4G domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NOM1 PE=1 SV=1,8,6,13,6,96.2,NOM1,4.10E+05,5.86E+05,1.34E+06,1.86E+06,,,1.24E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P78316,Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=3,11,9,13,9,97.6,NOP14,1.05E+06,1.17E+06,2.33E+06,3.59E+06,2.41E+04,,3.73E+05,2.03E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y3C1,Nucleolar protein 16 OS=Homo sapiens OX=9606 GN=NOP16 PE=1 SV=2,16,3,10,3,21.2,NOP16,6.68E+05,1.07E+06,2.61E+06,1.91E+06,1.05E+04,,2.59E+05,8.01E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y314,Nitric oxide synthase-interacting protein OS=Homo sapiens OX=9606 GN=NOSIP PE=1 SV=1,9,2,2,2,33.2,NOSIP,8.31E+04,2.21E+05,6.44E+05,4.70E+05,,,1.22E+05,2.31E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UM47,Neurogenic locus notch homolog protein 3 OS=Homo sapiens OX=9606 GN=NOTCH3 PE=1 SV=2,1,1,1,1,243.5,NOTCH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,P10588,Nuclear receptor subfamily 2 group F member 6 OS=Homo sapiens OX=9606 GN=NR2F6 PE=1 SV=2,4,1,1,1,43,NR2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95478,Ribosome biogenesis protein NSA2 homolog OS=Homo sapiens OX=9606 GN=NSA2 PE=1 SV=1,9,2,6,2,30,NSA2,1.40E+06,1.15E+06,1.73E+06,1.99E+06,,,2.28E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2",3,1,3,1,41.9,NSDHL,9.47E+04,,3.18E+05,3.76E+05,,,8.17E+04,7.70E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,P46459,Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3,1,1,1,1,82.5,NSF,5.80E+04,1.22E+05,3.02E+05,,,,7.27E+04,4.60E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WV22,Non-structural maintenance of chromosomes element 1 homolog OS=Homo sapiens OX=9606 GN=NSMCE1 PE=1 SV=5,4,1,2,1,30.8,NSMCE1,1.12E+05,3.07E+05,4.80E+05,5.24E+05,,,9.92E+04,3.97E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
