Protein FDR Confidence Combined,Master,Accession,Description,% Coverage,# Peptides,# PSMs,# Unique Peptides,MW in kDa,Gene Symbol,"t=24 WT TAZ, Abundance QEX3_1244798","t=24 YT2 TAZ, Abundance QEX3_1244799","t=24 WT YAP, Abundance QEX3_1244800","t=24 YT2 TAZ, Abundance QEX3_1244801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14562,ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1,2,2,3,1,139.2,DHX8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y5Q9,General transcription factor 3C polypeptide 3 OS=Homo sapiens OX=9606 GN=GTF3C3 PE=1 SV=1,3,2,3,2,101.2,GTF3C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NYB9,Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=1,6,2,2,2,55.6,ABI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NVI1,Fanconi anemia group I protein OS=Homo sapiens OX=9606 GN=FANCI PE=1 SV=4,2,2,2,2,149.2,FANCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8NBU5,Outer mitochondrial transmembrane helix translocase OS=Homo sapiens OX=9606 GN=ATAD1 PE=1 SV=1,6,2,2,2,40.7,ATAD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q12792,Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3,6,2,2,1,40.3,TWF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14331,Protein FRG1 OS=Homo sapiens OX=9606 GN=FRG1 PE=1 SV=1,5,1,2,1,29.2,FRG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96T76,MMS19 nucleotide excision repair protein homolog OS=Homo sapiens OX=9606 GN=MMS19 PE=1 SV=2,2,1,2,1,113.2,MMS19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BUZ4,TNF receptor-associated factor 4 OS=Homo sapiens OX=9606 GN=TRAF4 PE=1 SV=1,3,1,2,1,53.5,TRAF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UBP9,PTB domain-containing engulfment adapter protein 1 OS=Homo sapiens OX=9606 GN=GULP1 PE=1 SV=1,7,2,2,2,34.5,GULP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96EY1,"DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2",6,2,2,2,52.5,DNAJA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96II8,DISP complex protein LRCH3 OS=Homo sapiens OX=9606 GN=LRCH3 PE=1 SV=2,4,2,2,2,86,LRCH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P51648,Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1,4,2,2,2,54.8,ALDH3A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P54274,Telomeric repeat-binding factor 1 OS=Homo sapiens OX=9606 GN=TERF1 PE=1 SV=3,7,2,2,2,50.2,TERF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8NEF9,Serum response factor-binding protein 1 OS=Homo sapiens OX=9606 GN=SRFBP1 PE=1 SV=1,4,2,2,2,48.6,SRFBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5T8P6,RNA-binding protein 26 OS=Homo sapiens OX=9606 GN=RBM26 PE=1 SV=3,1,1,2,1,113.5,RBM26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13200,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3,1,1,2,1,100.1,PSMD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95400,CD2 antigen cytoplasmic tail-binding protein 2 OS=Homo sapiens OX=9606 GN=CD2BP2 PE=1 SV=1,3,1,2,1,37.6,CD2BP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13769,THO complex subunit 5 homolog OS=Homo sapiens OX=9606 GN=THOC5 PE=1 SV=2,4,2,2,2,78.5,THOC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5TGY3,Transcription factor Gibbin OS=Homo sapiens OX=9606 GN=AHDC1 PE=1 SV=1,1,1,2,1,168.2,AHDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14678,KN motif and ankyrin repeat domain-containing protein 1 OS=Homo sapiens OX=9606 GN=KANK1 PE=1 SV=3,3,2,2,2,147.2,KANK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TCJ2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens OX=9606 GN=STT3B PE=1 SV=1,3,2,2,2,93.6,STT3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UBL3,Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Homo sapiens OX=9606 GN=ASH2L PE=1 SV=1,1,1,2,1,68.7,ASH2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13416,Origin recognition complex subunit 2 OS=Homo sapiens OX=9606 GN=ORC2 PE=1 SV=2,2,1,2,1,65.9,ORC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96L91,E1A-binding protein p400 OS=Homo sapiens OX=9606 GN=EP400 PE=1 SV=4,1,2,2,2,343.3,EP400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,B5ME19,Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,1,1,2,1,105.4,EIF3CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BVQ7,ATPase family gene 2 protein homolog B OS=Homo sapiens OX=9606 GN=AFG2B PE=1 SV=2,2,1,2,1,80.7,AFG2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00291,Huntingtin-interacting protein 1 OS=Homo sapiens OX=9606 GN=HIP1 PE=1 SV=5,3,2,2,2,116.1,HIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q709F0,Acyl-CoA dehydrogenase family member 11 OS=Homo sapiens OX=9606 GN=ACAD11 PE=1 SV=3,3,2,2,2,87.2,ACAD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NP81,"Serine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=SARS2 PE=1 SV=1",3,1,2,1,58.2,SARS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14011,Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1,19,2,2,2,18.6,CIRBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P22234,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3,5,2,2,2,47,PAICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P49721,Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1,5,1,2,1,22.8,PSMB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q5T5U3,Rho GTPase-activating protein 21 OS=Homo sapiens OX=9606 GN=ARHGAP21 PE=1 SV=2,1,1,2,1,217.3,ARHGAP21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UBB4,Ataxin-10 OS=Homo sapiens OX=9606 GN=ATXN10 PE=1 SV=1,2,1,2,1,53.5,ATXN10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P40967,Melanocyte protein PMEL OS=Homo sapiens OX=9606 GN=PMEL PE=1 SV=2,4,1,2,1,70.2,PMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P27694,Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2,2,1,2,1,68.1,RPA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P24752,"Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1",5,2,2,2,45.2,ACAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O14874,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDK PE=1 SV=2",8,2,2,2,46.3,BCKDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TDM6,Disks large homolog 5 OS=Homo sapiens OX=9606 GN=DLG5 PE=1 SV=4,1,2,2,2,213.7,DLG5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P14868,"Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",2,1,2,1,57.1,DARS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75494,Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1,6,1,2,1,31.3,SRSF10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q92685,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase OS=Homo sapiens OX=9606 GN=ALG3 PE=1 SV=1",2,1,2,1,50.1,ALG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WVB6,Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens OX=9606 GN=CHTF18 PE=1 SV=1,2,2,2,2,107.3,CHTF18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O96000,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3,8,1,2,1,20.8,NDUFB10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7Z6E9,E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens OX=9606 GN=RBBP6 PE=1 SV=1,2,1,2,1,201.4,RBBP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TCT9,Minor histocompatibility antigen H13 OS=Homo sapiens OX=9606 GN=HM13 PE=1 SV=1,5,2,2,2,41.5,HM13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P50395,Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2,5,2,2,2,50.6,GDI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,P08183,ATP-dependent translocase ABCB1 OS=Homo sapiens OX=9606 GN=ABCB1 PE=1 SV=3,1,1,2,1,141.4,ABCB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,5,2,2,1,59.6,CCT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q15517,Corneodesmosin OS=Homo sapiens OX=9606 GN=CDSN PE=1 SV=3,3,1,2,1,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8IXI2,Mitochondrial Rho GTPase 1 OS=Homo sapiens OX=9606 GN=RHOT1 PE=1 SV=2,1,1,2,1,70.7,RHOT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O15091,Mitochondrial ribonuclease P catalytic subunit OS=Homo sapiens OX=9606 GN=PRORP PE=1 SV=2,3,1,2,1,67.3,PRORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86VI3,Ras GTPase-activating-like protein IQGAP3 OS=Homo sapiens OX=9606 GN=IQGAP3 PE=1 SV=2,1,2,2,1,184.6,IQGAP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UKA9,Polypyrimidine tract-binding protein 2 OS=Homo sapiens OX=9606 GN=PTBP2 PE=1 SV=1,5,2,2,1,57.5,PTBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,P31483,Cytotoxic granule associated RNA binding protein TIA1 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3,2,1,2,1,42.9,TIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9BYG5,Partitioning defective 6 homolog beta OS=Homo sapiens OX=9606 GN=PARD6B PE=1 SV=1,3,1,1,1,41.2,PARD6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5SZK8,FRAS1-related extracellular matrix protein 2 OS=Homo sapiens OX=9606 GN=FREM2 PE=1 SV=3,0,1,1,1,350.9,FREM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,O43824,Putative GTP-binding protein 6 OS=Homo sapiens OX=9606 GN=GTPBP6 PE=1 SV=4,2,1,1,1,56.9,GTPBP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q00341,Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2,1,1,1,1,141.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96D71,RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens OX=9606 GN=REPS1 PE=1 SV=3,2,1,1,1,86.6,REPS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P29692,Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5,9,1,1,1,31.1,EEF1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,P35658,Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2,1,1,1,1,213.5,NUP214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9P1W8,Signal-regulatory protein gamma OS=Homo sapiens OX=9606 GN=SIRPG PE=1 SV=3,2,1,1,1,42.5,SIRPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00267,Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1,1,1,1,1,120.9,SUPT5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q92620,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens OX=9606 GN=DHX38 PE=1 SV=2,1,1,1,1,140.4,DHX38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P21741,Midkine OS=Homo sapiens OX=9606 GN=MDK PE=1 SV=1,7,1,1,1,15.6,MDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,Q5F1R6,DnaJ homolog subfamily C member 21 OS=Homo sapiens OX=9606 GN=DNAJC21 PE=1 SV=2,1,1,1,1,62,DNAJC21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q99543,DnaJ homolog subfamily C member 2 OS=Homo sapiens OX=9606 GN=DNAJC2 PE=1 SV=4,4,1,1,1,72,DNAJC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9H0U3,Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1,3,1,1,1,38,MAGT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BRZ2,E3 ubiquitin-protein ligase TRIM56 OS=Homo sapiens OX=9606 GN=TRIM56 PE=1 SV=3,1,1,1,1,81.4,TRIM56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q96L96,Alpha-protein kinase 3 OS=Homo sapiens OX=9606 GN=ALPK3 PE=1 SV=2,0,1,1,1,201.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8NDT2,Putative RNA-binding protein 15B OS=Homo sapiens OX=9606 GN=RBM15B PE=1 SV=3,2,1,1,1,97.1,RBM15B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P78364,Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=3,3,1,1,1,105.5,PHC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00483,Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1,12,1,1,1,9.4,NDUFA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PPP2CB PE=1 SV=1,5,1,1,1,35.6,PPP2CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q14165,Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1,4,1,1,1,32.2,MLEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8N163,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2,2,1,1,1,102.8,CCAR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,O43167,Zinc finger and BTB domain-containing protein 24 OS=Homo sapiens OX=9606 GN=ZBTB24 PE=1 SV=2,2,1,1,1,78.2,ZBTB24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15437,Protein transport protein Sec23B OS=Homo sapiens OX=9606 GN=SEC23B PE=1 SV=2,2,1,1,1,86.4,SEC23B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q7RTR2,NLR family CARD domain-containing protein 3 OS=Homo sapiens OX=9606 GN=NLRC3 PE=1 SV=2,1,1,1,1,114.6,NLRC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,O00468,Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=6,1,1,1,1,217.2,AGRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9UK61,Protein TASOR OS=Homo sapiens OX=9606 GN=TASOR PE=1 SV=3,1,1,1,1,188.9,TASOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q86Y13,E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens OX=9606 GN=DZIP3 PE=1 SV=2,1,1,1,1,138.5,DZIP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q8N5T2,TBC1 domain family member 19 OS=Homo sapiens OX=9606 GN=TBC1D19 PE=1 SV=2,3,1,1,1,60.2,TBC1D19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,P61619,Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1 PE=1 SV=2,1,1,1,1,52.2,SEC61A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UNF1,Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2,1,1,1,1,64.9,MAGED2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P26640,Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4,1,1,1,1,140.4,VARS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86Y07,Serine/threonine-protein kinase VRK2 OS=Homo sapiens OX=9606 GN=VRK2 PE=1 SV=3,3,1,1,1,58.1,VRK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P25787,Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2,9,1,1,1,25.9,PSMA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q969G9,Protein naked cuticle homolog 1 OS=Homo sapiens OX=9606 GN=NKD1 PE=1 SV=1,3,1,1,1,52.3,NKD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,O60299,Leucine zipper putative tumor suppressor 3 OS=Homo sapiens OX=9606 GN=LZTS3 PE=2 SV=1,2,1,1,1,71.7,LZTS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9BQ70,Ribosome quality control complex subunit TCF25 OS=Homo sapiens OX=9606 GN=TCF25 PE=1 SV=1,2,1,1,1,76.6,TCF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7RTV0,PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1,7,1,1,1,12.4,PHF5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q8IWZ8,SURP and G-patch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUGP1 PE=1 SV=2,2,1,1,1,72.4,SUGP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q05397,Focal adhesion kinase 1 OS=Homo sapiens OX=9606 GN=PTK2 PE=1 SV=2,1,1,1,1,119.2,PTK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8N9M1,Uncharacterized protein C19orf47 OS=Homo sapiens OX=9606 GN=C19orf47 PE=1 SV=1,3,1,1,1,44.7,C19orf47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,A6QL63,Ankyrin repeat and BTB/POZ domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ABTB3 PE=2 SV=3,2,1,1,1,120.8,ABTB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P41743,Protein kinase C iota type OS=Homo sapiens OX=9606 GN=PRKCI PE=1 SV=2,2,1,1,1,68.2,PRKCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,P08842,Steryl-sulfatase OS=Homo sapiens OX=9606 GN=STS PE=1 SV=2,2,1,1,1,65.5,STS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q149N8,E3 ubiquitin-protein ligase SHPRH OS=Homo sapiens OX=9606 GN=SHPRH PE=1 SV=2,1,1,1,1,193,SHPRH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9Y620,DNA repair and recombination protein RAD54B OS=Homo sapiens OX=9606 GN=RAD54B PE=1 SV=1,1,1,1,1,102.9,RAD54B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60763,General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,1,1,1,1,107.8,USO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8IYJ2,"Uncharacterized protein C10orf67, mitochondrial OS=Homo sapiens OX=9606 GN=C10orf67 PE=1 SV=3",2,1,1,1,63.6,C10orf67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q15406,Nuclear receptor subfamily 6 group A member 1 OS=Homo sapiens OX=9606 GN=NR6A1 PE=1 SV=2,3,1,1,1,54.3,NR6A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75044,SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=SRGAP2 PE=1 SV=3,1,1,1,1,120.8,SRGAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P54886,Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2,2,1,1,1,87.2,ALDH18A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q92738,USP6 N-terminal-like protein OS=Homo sapiens OX=9606 GN=USP6NL PE=1 SV=3,3,1,1,1,94,USP6NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NZ32,Actin-related protein 10 OS=Homo sapiens OX=9606 GN=ACTR10 PE=1 SV=1,3,1,1,1,46.3,ACTR10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NP66,High mobility group protein 20A OS=Homo sapiens OX=9606 GN=HMG20A PE=1 SV=1,3,1,1,1,40.1,HMG20A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y450,HBS1-like protein OS=Homo sapiens OX=9606 GN=HBS1L PE=1 SV=1,3,1,1,1,75.4,HBS1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
